第一章危害国家安全罪,,,,,,,,,,,,,,,
315,破坏界碑、界桩罪,刑法第323条,,,,,,,,,,,,,
316,破坏永久性测量标志罪,刑法第323条,,,,,,,,,,,,,
第四节妨害文物管理罪,,,,,,,,,,,,,,,
317,故意损毁文物罪,刑法第324条第1款,,,,,,,,,,,,,
318,故意损毁名胜古迹罪,刑法第324条第2款,,,,,,,,,,,,,
319,过失损毁文物罪,刑法第324条第3款,,,,,,,,,,,,,
320,非法向外国人出售、赠送珍贵文物罪,刑法第325条,,,,,,,,,,,,,
321,倒卖文物,刑法第326条,,,,,,,,,,,,,
322,非法出售、私赠文物藏品罪,刑法第327条,,,,,,,,,,,,,
323,盗掘[古文化遗址、古墓葬],刑法第328条第1款,,,,,,,,,,,,,
324,盗掘古人类化石、古脊椎动物化石罪,刑法第328条第2款,,,,,,,,,,,,,
325,抢夺、窃取国有档案罪,刑法第329条第1款,,,,,,,,,,,,,
326,擅自出卖、转让国有档案罪,刑法第329条第2款,,,,,,,,,,,,,
第五节危害公共卫生罪,,,,,,,,,,,,,,,
327,妨害传染病防治罪,刑法第330条,以危险方法危害公共安全罪,妨害公务罪,,,,,,,,,,,
328,传染病菌种、毒种扩散罪,刑法第331条,,,,,,,,,,,,,
329,妨害国境卫生检疫罪,刑法第332条,,,,,,,,,,,,,
330,非法组织卖血,刑法第333条第1款,,,,,,,,,,,,,
331,强迫卖血罪,刑法第333条第1款,,,,,,,,,,,,,
332,非法采集、供应血液、制作、供应血液制品罪,刑法第334条第1款,,,,,,,,,,,,,
333,采集、供应血液、制作、供应血液制品事故罪,刑法第334条第2款,,,,,,,,,,,,,
334,非法采集人类遗传资源、走私人类遗传资源材料罪,刑法第334条之一,,,,,,,,,,,,,
335,医疗事故罪,刑法第335条,过失致人重伤罪,过失致人死亡罪,,,,,,,,,,,
336,非法行医,刑法第336条第1款,医疗事故罪,诈骗罪,,,,,,,,,,,
337,非法进行节育手术,刑法第336条第2款,,,,,,,,,,,,,
338,非法植入基因编辑、克隆胚胎罪,刑法第336条之一,,,,,,,,,,,,,
339,妨害动植物防疫、检疫罪,刑法第337条第1款,,,,,,,,,,,,,
第六节破坏环境资源保护罪,,,,,,,,,,,,,,,
340,污染环境,刑法第338条,危险物品肇事罪,,,,,,,,,,,,
341,非法处置进口的固体废物罪,刑法第339条第1款,,,,,,,,,,,,,
342,擅自进口固体废物罪,刑法第339条第2款,,,,,,,,,,,,,
343,非法捕捞水产品,刑法第340条,,,,,,,,,,,,,
344,危害[珍贵、濒危]野生动物,刑法第341条第1款,,,,,,,,,,,,,
345,非法狩猎,刑法第341条第2款,,,,,,,,,,,,,
346,非法猎捕、收购、运输、出售陆生野生动物罪,刑法第341条第3款,,,,,,,,,,,,,
347,非法占用农用地,刑法第342条,,,,,,,,,,,,,
348,破坏自然保护地罪,刑法第342条之一,,,,,,,,,,,,,
349,非法采矿,刑法第343条第1款,,,,,,,,,,,,,
350,破坏性采矿罪,刑法第343条第2款,,,,,,,,,,,,,
351,危害国家重点保护植物罪,刑法第344条,,,,,,,,,,,,,
352,非法引进、释放、丢弃外来入侵物种罪,刑法第344条之一,,,,,,,,,,,,,
353,盗伐林木,刑法第345条第1款,滥伐林木罪,,,,,,,,,,,,
354,滥伐林木,刑法第345条第2款,盗伐林木罪,,,,,,,,,,,,
355,非法[收购、运输][盗伐、滥伐]的林木,刑法第345条第3款,,,,,,,,,,,,,
第七节走私、贩卖、运输、制造毒品罪,,,,,,,,,,,,,,,
356,[走私、贩卖、运输、制造]毒品,刑法第347条,诈骗罪,非法持有毒品罪,,,,,,,,,,,
357,非法持有毒品,刑法第348条,[走私、贩卖、运输、制造]毒品,,,,,,,,,,,,
358,包庇毒品犯罪分子,刑法第349条第1款、第2款,,,,,,,,,,,,,
359,[窝藏、转移、隐瞒][毒品、毒赃],刑法第349条第1款,,,,,,,,,,,,,
360,非法[生产、买卖、运输]制毒物品、[走私]制毒物品,刑法第350条,,,,,,,,,,,,,
361,非法种植毒品原植物,刑法第351条,,,,,,,,,,,,,
362,非法[买卖、运输、携带、持有]毒品原植物[种子、幼苗],刑法第352条,,,,,,,,,,,,,
363,[引诱、教唆、欺骗]他人吸毒,刑法第353条第1款,,,,,,,,,,,,,
364,强迫他人吸毒,刑法第353条第2款,,,,,,,,,,,,,
365,容留他人吸毒,刑法第354条,,,,,,,,,,,,,
366,非法提供麻醉药品、精神药品罪,刑法第355条,,,,,,,,,,,,,
367,妨害兴奋剂管理罪,刑法第355条之一,,,,,,,,,,,,,
第八节组织、强迫、引诱、容留、介绍卖淫,,,,,,,,,,,,,,,
368,组织卖淫,刑法第358条第1款,协助组织卖淫罪,,,,,,,,,,,,
369,强迫卖淫,刑法第358条第1款,组织卖淫罪,强奸罪,,,,,,,,,,,
370,协助组织卖淫,刑法第358条第3款,组织卖淫罪,,,,,,,,,,,,
371,[引诱、容留、介绍]卖淫,刑法第359条第1款,,,,,,,,,,,,,
372,引诱幼女卖淫罪,刑法第359条第2款,,,,,,,,,,,,,
373,传播性病,刑法第360条第1款,引诱、容留、介绍卖淫,,,,,,,,,,,,
第九节制作、贩卖、传播淫秽物品罪,,,,,,,,,,,,,,,
374,[制作、复制、出版、贩卖、传播]淫秽物品牟利,刑法第363条第1款,传播淫秽物品罪,,,,,,,,,,,,
375,为他人提供书号出版淫秽书刊罪,刑法第363条第2款,,,,,,,,,,,,,
376,传播淫秽物品,刑法第364条第1款,[制作、复制、出版、贩卖、传播]淫秽物品牟利罪,,,,,,,,,,,,
377,组织播放淫秽音像制品罪,刑法第364条第2款,,,,,,,,,,,,,
378,组织淫秽表演罪,刑法第365条,,,,,,,,,,,,,
第七章危害国防利益罪,,,,,,,,,,,,,,,
379,阻碍军人执行职务罪,刑法第368条第1款,,,,,,,,,,,,,
380,阻碍军事行动罪,刑法第368条第2款,,,,,,,,,,,,,
381,破坏武器装备、军事设施、军事通信罪,刑法第369条,,,,,,,,,,,,,
382,过失损坏[武器装备、军事设施、军事通信],刑法第369条第2款,,,,,,,,,,,,,
383,故意提供不合格武器装备、军事设施罪,刑法第370条第1款,,,,,,,,,,,,,
384,过失提供不合格武器装备、军事设施罪,刑法第370条第2款,,,,,,,,,,,,,
385,聚众冲击军事禁区罪,刑法第371条第1款,,,,,,,,,,,,,
386,聚众扰乱军事管理区秩序罪,刑法第371条第2款,,,,,,,,,,,,,
387,冒充军人招摇撞骗,刑法第372条,,,,,,,,,,,,,
388,煽动军人逃离部队罪,刑法第373条,,,,,,,,,,,,,
389,雇用逃离部队军人罪,刑法第373条,,,,,,,,,,,,,
390,接送不合格兵员罪,刑法第374条,,,,,,,,,,,,,
391,[伪造、变造、买卖]武装部队[公文、证件、印章],刑法第375条第1款,,,,,,,,,,,,,
392,盗窃、抢夺武装部队公文、证件、印章罪,刑法第375条第1款,,,,,,,,,,,,,
393,非法生产、买卖武装部队制式服装罪,刑法第375条第2款,,,,,,,,,,,,,
394,伪造、盗窃、买卖、非法提供、非法使用武装部队专用标志罪,刑法第375条第3款,,,,,,,,,,,,,
395,战时拒绝、逃避征召、军事训练罪,刑法第376条第1款,,,,,,,,,,,,,
396,战时拒绝、逃避服役罪,刑法第376条第2款,,,,,,,,,,,,,
397,战时故意提供虚假敌情罪,刑法第377条,,,,,,,,,,,,,
398,战时造谣扰乱军心罪,刑法第378条,,,,,,,,,,,,,
399,战时窝藏逃离部队军人罪,刑法第379条,,,,,,,,,,,,,
400,战时拒绝、故意延误军事订货罪,刑法第380条,,,,,,,,,,,,,
401,战时拒绝军事征收、征用罪,刑法第381条,,,,,,,,,,,,,
第八章贪污贿赂罪,,,,,,,,,,,,,,,
402,贪污,刑法第382条,挪用公款罪,盗窃罪,诈骗罪,,,,,,,,,,
403,挪用公款,刑法第384条,贪污罪,挪用特定款物罪,,,,,,,,,,,
404,受贿,刑法第385条,非国家工作人员受贿罪,贪污罪,,,,,,,,,,,
405,单位受贿,刑法第387条,,,,,,,,,,,,,
406,利用影响力受贿,刑法第388条之一,受贿罪,,,,,,,,,,,,
407,行贿,刑法第389条,,,,,,,,,,,,,
408,对有影响力的人行贿,刑法第390条之一,行贿罪,,,,,,,,,,,,
409,对单位行贿,刑法第391条,,,,,,,,,,,,,
410,介绍贿赂,刑法第392条,行贿罪,,,,,,,,,,,,
411,单位行贿,刑法第393条,,,,,,,,,,,,,
412,巨额财产来源不明,刑法第395条第1款,,,,,,,,,,,,,
413,隐瞒境外存款,刑法第395条第2款,,,,,,,,,,,,,
414,私分国有资产,刑法第396条第1款,,,,,,,,,,,,,
415,私分罚没财物,刑法第396条第2款,,,,,,,,,,,,,
第九章渎职罪,,,,,,,,,,,,,,,
416,滥用职权,刑法第397条,玩忽职守罪,,,,,,,,,,,,
417,玩忽职守,刑法第397条,滥用职权罪,,,,,,,,,,,,
418,故意泄露国家秘密罪,刑法第398条,为境外窃取、刺探、收买、非法提供国家秘密、情报罪,侵犯商业秘密罪,,,,,,,,,,,
419,过失泄露国家秘密罪,刑法第398条,为境外窃取、刺探、收买、非法提供国家秘密、情报罪,侵犯商业秘密罪,,,,,,,,,,,
420,徇私枉法,刑法第399条第1款,,,,,,,,,,,,,
421,民事、行政枉法裁判罪,刑法第399条第2款,,,,,,,,,,,,,
422,执行判决、裁定失职罪,刑法第399条第3款,,,,,,,,,,,,,
423,执行判决、裁定滥用职权罪,同上,,,,,,,,,,,,,
424,枉法仲裁罪,刑法第399条之一,,,,,,,,,,,,,
425,私放在押人员罪,刑法第400条第1款,脱逃罪,,,,,,,,,,,,
426,失职致使在押人员脱逃罪,刑法第400条第2款,,,,,,,,,,,,,
427,徇私舞弊减刑、假释、暂予监外执行罪,刑法第401条,,,,,,,,,,,,,
428,徇私舞弊不移交刑事案件,刑法第402条,,,,,,,,,,,,,
429,滥用管理公司、证券职权罪,刑法第403条,,,,,,,,,,,,,
430,徇私舞弊[不征、少征]税款,刑法第404条,,,,,,,,,,,,,
431,徇私舞弊发售发票、抵扣税款、出口退税罪,刑法第405条第1款,,,,,,,,,,,,,
432,违法提供出口退税凭证罪,刑法第405条第2款,,,,,,,,,,,,,
433,国家机关工作人员签订、履行合同失职被骗罪,刑法第406条,,,,,,,,,,,,,
434,违法发放林木采伐许可证罪,刑法第407条,,,,,,,,,,,,,
435,环境监管失职罪,刑法第408条,,,,,,,,,,,,,
436,食品、药品监管渎职罪,刑法第408条之一,放纵制售伪劣商品犯罪行为罪,,,,,,,,,,,,
437,传染病防治失职罪,刑法第409条,,,,,,,,,,,,,
438,非法批准征收、征用、占用土地罪,刑法第410条,,,,,,,,,,,,,
439,非法低价出让国有土地使用权罪,刑法第410条,,,,,,,,,,,,,
440,放纵走私罪,刑法第411条,,,,,,,,,,,,,
441,商检徇私舞弊罪,刑法第412条第1款,,,,,,,,,,,,,
442,商检失职罪,刑法第412条第2款,,,,,,,,,,,,,
443,动植物检疫徇私舞弊,刑法第413条第1款,,,,,,,,,,,,,
444,动植物检疫失职罪,刑法第413条第2款,,,,,,,,,,,,,
445,放纵制售伪劣商品犯罪行为罪,刑法第414条,徇私枉法罪,徇私舞弊不移交刑事案件罪,食品监管渎职罪,,,,,,,,,,
446,办理偷越国（边）境人员出入境证件罪,刑法第415条,,,,,,,,,,,,,
447,放行偷越国（边）境人员罪,刑法第415条,,,,,,,,,,,,,
448,不解救被拐卖、绑架妇女、儿童罪,刑法第416条第1款,,,,,,,,,,,,,
449,阻碍解救被拐卖、绑架妇女、儿童罪,刑法第416条第2款,,,,,,,,,,,,,
450,帮助犯罪分子逃避处罚,刑法第417条,,,,,,,,,,,,,
451,招收[公务员、学生]徇私舞弊,刑法第418条,,,,,,,,,,,,,
452,失职造成珍贵文物损毁、流失罪,刑法第419条,,,,,,,,,,,,,
第十章军人违反职责罪,,,,,,,,,,,,,,,
453,战时违抗命令罪,刑法第421条,,,,,,,,,,,,,
454,隐瞒、谎报军情罪,刑法第422条,,,,,,,,,,,,,
455,拒传、假传军令罪,刑法第422条,,,,,,,,,,,,,
456,投降罪,刑法第423条,,,,,,,,,,,,,
457,战时临阵脱逃罪,刑法第424条,,,,,,,,,,,,,
458,擅离、玩忽军事职守罪,刑法第425条,,,,,,,,,,,,,
459,阻碍执行军事职务罪,刑法第426条,,,,,,,,,,,,,
460,指使部属违反职责罪,刑法第427条,,,,,,,,,,,,,
461,违令作战消极罪,刑法第428条,,,,,,,,,,,,,
462,拒不救援友邻部队罪,刑法第429条,,,,,,,,,,,,,
463,军人叛逃罪,刑法第430条,,,,,,,,,,,,,
464,非法获取军事秘密罪,刑法第431条第1款,,,,,,,,,,,,,
465,为境外窃取、剌探、收买、非法提供军事秘密罪,刑法第431条第2款,,,,,,,,,,,,,
466,故意泄露军事秘密罪,刑法第432条,,,,,,,,,,,,,
467,过失泄露军事秘密罪,刑法第432条,,,,,,,,,,,,,
468,战时造谣惑众罪,刑法第433条,,,,,,,,,,,,,
469,战时自伤罪,刑法第434条,,,,,,,,,,,,,
470,逃离部队罪,刑法第435条,,,,,,,,,,,,,
471,武器装备肇事罪,刑法第436条,,,,,,,,,,,,,
472,擅自改变武器装备编配用途罪,刑法第437条,,,,,,,,,,,,,
473,盗窃、抢夺武器装备、军用物资罪,刑法第438条,,,,,,,,,,,,,
474,非法出卖、转让武器装备罪,刑法第439条,,,,,,,,,,,,,
475,遗弃武器装备罪,刑法第440条,,,,,,,,,,,,,
476,遗失武器装备罪,刑法第441条,,,,,,,,,,,,,
477,擅自出卖、转让军队房地产罪,刑法第442条,,,,,,,,,,,,,
478,虐待部属罪,刑法第443条,,,,,,,,,,,,,
479,遗弃伤病军人罪,刑法第444条,,,,,,,,,,,,,
480,战时拒不救治伤病军人罪,刑法第445条,,,,,,,,,,,,,
481,战时残害居民、掠夺居民财物罪,刑法第446条,,,,,,,,,,,,,
482,私放俘虏罪,刑法第447条,,,,,,,,,,,,,
483,虐待俘虏罪,刑法第448条,,,,,,,,,,,,,
